block_group,ratio_inc_pov,count_ratio_inc_pov
480291211122,ratio_inc_pov_ann_000_050,189.0
480291519001,ratio_inc_pov_ann_000_050,87.0
480291409002,ratio_inc_pov_ann_000_050,77.0
480291417001,ratio_inc_pov_ann_000_050,53.0
480291417002,ratio_inc_pov_ann_000_050,90.0
480291505012,ratio_inc_pov_ann_000_050,49.0
480291505014,ratio_inc_pov_ann_000_050,112.0
480291604002,ratio_inc_pov_ann_000_050,305.0
480291604004,ratio_inc_pov_ann_000_050,68.0
480291604001,ratio_inc_pov_ann_000_050,3.0
480291604003,ratio_inc_pov_ann_000_050,208.0
480291611005,ratio_inc_pov_ann_000_050,128.0
480291611006,ratio_inc_pov_ann_000_050,122.0
480291611001,ratio_inc_pov_ann_000_050,137.0
480291611004,ratio_inc_pov_ann_000_050,17.0
480291611003,ratio_inc_pov_ann_000_050,0.0
480291611002,ratio_inc_pov_ann_000_050,63.0
480291813012,ratio_inc_pov_ann_000_050,54.0
480291813011,ratio_inc_pov_ann_000_050,418.0
480291814021,ratio_inc_pov_ann_000_050,232.0
480291814022,ratio_inc_pov_ann_000_050,640.0
480291109001,ratio_inc_pov_ann_000_050,96.0
480291110003,ratio_inc_pov_ann_000_050,82.0
480291110002,ratio_inc_pov_ann_000_050,104.0
480291204001,ratio_inc_pov_ann_000_050,0.0
480291204005,ratio_inc_pov_ann_000_050,17.0
480291710004,ratio_inc_pov_ann_000_050,148.0
480291204003,ratio_inc_pov_ann_000_050,0.0
480291207021,ratio_inc_pov_ann_000_050,80.0
480291704014,ratio_inc_pov_ann_000_050,138.0
480291710001,ratio_inc_pov_ann_000_050,117.0
480291710002,ratio_inc_pov_ann_000_050,0.0
480291717001,ratio_inc_pov_ann_000_050,71.0
480291717003,ratio_inc_pov_ann_000_050,2.0
480291215013,ratio_inc_pov_ann_000_050,226.0
480291215011,ratio_inc_pov_ann_000_050,74.0
480291215074,ratio_inc_pov_ann_000_050,90.0
480291215071,ratio_inc_pov_ann_000_050,39.0
480291215072,ratio_inc_pov_ann_000_050,19.0
480291312002,ratio_inc_pov_ann_000_050,215.0
480291401002,ratio_inc_pov_ann_000_050,24.0
480291401001,ratio_inc_pov_ann_000_050,142.0
480291404004,ratio_inc_pov_ann_000_050,196.0
480291101002,ratio_inc_pov_ann_000_050,30.0
480291209022,ratio_inc_pov_ann_000_050,82.0
480291209021,ratio_inc_pov_ann_000_050,99.0
480291214033,ratio_inc_pov_ann_000_050,58.0
480291214031,ratio_inc_pov_ann_000_050,167.0
480291216042,ratio_inc_pov_ann_000_050,15.0
480291216043,ratio_inc_pov_ann_000_050,55.0
480291306004,ratio_inc_pov_ann_000_050,264.0
480291207022,ratio_inc_pov_ann_000_050,45.0
480291213003,ratio_inc_pov_ann_000_050,0.0
480291213001,ratio_inc_pov_ann_000_050,100.0
480291703004,ratio_inc_pov_ann_000_050,196.0
480291703002,ratio_inc_pov_ann_000_050,0.0
480291703006,ratio_inc_pov_ann_000_050,47.0
480291703005,ratio_inc_pov_ann_000_050,228.0
480291703003,ratio_inc_pov_ann_000_050,473.0
480291704024,ratio_inc_pov_ann_000_050,161.0
480291704021,ratio_inc_pov_ann_000_050,227.0
480291706001,ratio_inc_pov_ann_000_050,68.0
480291706004,ratio_inc_pov_ann_000_050,34.0
480291706003,ratio_inc_pov_ann_000_050,7.0
480291707003,ratio_inc_pov_ann_000_050,241.0
480291707002,ratio_inc_pov_ann_000_050,72.0
480291212044,ratio_inc_pov_ann_000_050,159.0
480291212043,ratio_inc_pov_ann_000_050,87.0
480291404001,ratio_inc_pov_ann_000_050,2.0
480291404002,ratio_inc_pov_ann_000_050,74.0
480291504003,ratio_inc_pov_ann_000_050,43.0
480291215052,ratio_inc_pov_ann_000_050,0.0
480291403002,ratio_inc_pov_ann_000_050,286.0
480291403003,ratio_inc_pov_ann_000_050,43.0
480291520001,ratio_inc_pov_ann_000_050,513.0
480291701011,ratio_inc_pov_ann_000_050,150.0
480291701012,ratio_inc_pov_ann_000_050,59.0
480291718022,ratio_inc_pov_ann_000_050,188.0
480291718025,ratio_inc_pov_ann_000_050,116.0
480291718023,ratio_inc_pov_ann_000_050,178.0
480291408004,ratio_inc_pov_ann_000_050,340.0
480291408001,ratio_inc_pov_ann_000_050,43.0
480291408005,ratio_inc_pov_ann_000_050,38.0
480291408003,ratio_inc_pov_ann_000_050,10.0
480291408002,ratio_inc_pov_ann_000_050,205.0
480291505023,ratio_inc_pov_ann_000_050,78.0
480291505022,ratio_inc_pov_ann_000_050,54.0
480291505021,ratio_inc_pov_ann_000_050,184.0
480291507006,ratio_inc_pov_ann_000_050,16.0
480291507001,ratio_inc_pov_ann_000_050,39.0
480291507003,ratio_inc_pov_ann_000_050,98.0
480291601004,ratio_inc_pov_ann_000_050,421.0
480291601003,ratio_inc_pov_ann_000_050,587.0
480291601001,ratio_inc_pov_ann_000_050,383.0
480291813023,ratio_inc_pov_ann_000_050,182.0
480291809021,ratio_inc_pov_ann_000_050,204.0
480291809023,ratio_inc_pov_ann_000_050,237.0
480291809022,ratio_inc_pov_ann_000_050,71.0
480291809025,ratio_inc_pov_ann_000_050,16.0
480291810031,ratio_inc_pov_ann_000_050,152.0
480291810051,ratio_inc_pov_ann_000_050,255.0
480291810052,ratio_inc_pov_ann_000_050,10.0
480291815061,ratio_inc_pov_ann_000_050,0.0
480291815062,ratio_inc_pov_ann_000_050,64.0
480291817151,ratio_inc_pov_ann_000_050,88.0
480291203002,ratio_inc_pov_ann_000_050,32.0
480291203003,ratio_inc_pov_ann_000_050,43.0
480291203005,ratio_inc_pov_ann_000_050,27.0
480291205013,ratio_inc_pov_ann_000_050,62.0
480291205015,ratio_inc_pov_ann_000_050,154.0
480291205012,ratio_inc_pov_ann_000_050,232.0
480291205014,ratio_inc_pov_ann_000_050,294.0
480291211152,ratio_inc_pov_ann_000_050,43.0
480291211153,ratio_inc_pov_ann_000_050,1.0
480291211172,ratio_inc_pov_ann_000_050,0.0
480291211171,ratio_inc_pov_ann_000_050,45.0
480291720021,ratio_inc_pov_ann_000_050,52.0
480291817031,ratio_inc_pov_ann_000_050,134.0
480291817032,ratio_inc_pov_ann_000_050,153.0
480291803003,ratio_inc_pov_ann_000_050,174.0
480291803001,ratio_inc_pov_ann_000_050,68.0
480291803002,ratio_inc_pov_ann_000_050,100.0
480291817161,ratio_inc_pov_ann_000_050,0.0
480291910034,ratio_inc_pov_ann_000_050,49.0
480291910035,ratio_inc_pov_ann_000_050,0.0
480291910033,ratio_inc_pov_ann_000_050,132.0
480291910031,ratio_inc_pov_ann_000_050,102.0
480291910032,ratio_inc_pov_ann_000_050,488.0
480291214041,ratio_inc_pov_ann_000_050,221.0
480291214042,ratio_inc_pov_ann_000_050,475.0
480291214043,ratio_inc_pov_ann_000_050,192.0
480291313001,ratio_inc_pov_ann_000_050,0.0
480291313004,ratio_inc_pov_ann_000_050,0.0
480291316061,ratio_inc_pov_ann_000_050,24.0
480291103003,ratio_inc_pov_ann_000_050,25.0
480291103002,ratio_inc_pov_ann_000_050,34.0
480291201001,ratio_inc_pov_ann_000_050,147.0
480291206002,ratio_inc_pov_ann_000_050,173.0
480291206003,ratio_inc_pov_ann_000_050,62.0
480291206006,ratio_inc_pov_ann_000_050,127.0
480291206005,ratio_inc_pov_ann_000_050,198.0
480291517003,ratio_inc_pov_ann_000_050,46.0
480291517002,ratio_inc_pov_ann_000_050,173.0
480291517001,ratio_inc_pov_ann_000_050,53.0
480291607013,ratio_inc_pov_ann_000_050,44.0
480291306001,ratio_inc_pov_ann_000_050,176.0
480291306003,ratio_inc_pov_ann_000_050,236.0
480291306002,ratio_inc_pov_ann_000_050,130.0
480291402003,ratio_inc_pov_ann_000_050,30.0
480291402002,ratio_inc_pov_ann_000_050,35.0
480291402001,ratio_inc_pov_ann_000_050,51.0
480291402004,ratio_inc_pov_ann_000_050,11.0
480291309001,ratio_inc_pov_ann_000_050,324.0
480291717004,ratio_inc_pov_ann_000_050,19.0
480291719035,ratio_inc_pov_ann_000_050,0.0
480291717006,ratio_inc_pov_ann_000_050,248.0
480291719032,ratio_inc_pov_ann_000_050,27.0
480291719034,ratio_inc_pov_ann_000_050,73.0
480291509002,ratio_inc_pov_ann_000_050,134.0
480291509001,ratio_inc_pov_ann_000_050,8.0
480291509005,ratio_inc_pov_ann_000_050,82.0
480291705003,ratio_inc_pov_ann_000_050,258.0
480291705004,ratio_inc_pov_ann_000_050,144.0
480291705002,ratio_inc_pov_ann_000_050,35.0
480291805042,ratio_inc_pov_ann_000_050,504.0
480291205025,ratio_inc_pov_ann_000_050,309.0
480291205023,ratio_inc_pov_ann_000_050,18.0
480291205026,ratio_inc_pov_ann_000_050,12.0
480291205024,ratio_inc_pov_ann_000_050,190.0
480291207012,ratio_inc_pov_ann_000_050,43.0
480291207011,ratio_inc_pov_ann_000_050,61.0
480291302002,ratio_inc_pov_ann_000_050,111.0
480291410003,ratio_inc_pov_ann_000_050,82.0
480291410002,ratio_inc_pov_ann_000_050,183.0
480291516001,ratio_inc_pov_ann_000_050,45.0
480291516004,ratio_inc_pov_ann_000_050,57.0
480291516002,ratio_inc_pov_ann_000_050,15.0
480291817051,ratio_inc_pov_ann_000_050,12.0
480291817052,ratio_inc_pov_ann_000_050,90.0
480291512002,ratio_inc_pov_ann_000_050,95.0
480291606001,ratio_inc_pov_ann_000_050,85.0
480291606003,ratio_inc_pov_ann_000_050,474.0
480291419003,ratio_inc_pov_ann_000_050,11.0
480291419002,ratio_inc_pov_ann_000_050,28.0
480291515003,ratio_inc_pov_ann_000_050,42.0
480291515002,ratio_inc_pov_ann_000_050,16.0
480291603003,ratio_inc_pov_ann_000_050,91.0
480291603002,ratio_inc_pov_ann_000_050,31.0
480291603005,ratio_inc_pov_ann_000_050,263.0
480291612001,ratio_inc_pov_ann_000_050,46.0
480291612002,ratio_inc_pov_ann_000_050,343.0
480291804003,ratio_inc_pov_ann_000_050,25.0
480291804001,ratio_inc_pov_ann_000_050,109.0
480291807012,ratio_inc_pov_ann_000_050,326.0
480291811004,ratio_inc_pov_ann_000_050,0.0
480291811002,ratio_inc_pov_ann_000_050,31.0
480291811003,ratio_inc_pov_ann_000_050,82.0
480291909015,ratio_inc_pov_ann_000_050,316.0
480291909013,ratio_inc_pov_ann_000_050,120.0
480291809014,ratio_inc_pov_ann_000_050,53.0
480291813031,ratio_inc_pov_ann_000_050,301.0
480291815041,ratio_inc_pov_ann_000_050,80.0
480291815042,ratio_inc_pov_ann_000_050,247.0
480291816012,ratio_inc_pov_ann_000_050,242.0
480291906011,ratio_inc_pov_ann_000_050,41.0
480291818091,ratio_inc_pov_ann_000_050,14.0
480291818092,ratio_inc_pov_ann_000_050,173.0
480291818094,ratio_inc_pov_ann_000_050,100.0
480291906013,ratio_inc_pov_ann_000_050,33.0
480291910041,ratio_inc_pov_ann_000_050,228.0
480291910043,ratio_inc_pov_ann_000_050,74.0
480291813022,ratio_inc_pov_ann_000_050,105.0
480291212063,ratio_inc_pov_ann_000_050,29.0
480291212061,ratio_inc_pov_ann_000_050,0.0
480291212065,ratio_inc_pov_ann_000_050,0.0
480291212062,ratio_inc_pov_ann_000_050,0.0
480291214022,ratio_inc_pov_ann_000_050,50.0
480291214021,ratio_inc_pov_ann_000_050,286.0
480291218031,ratio_inc_pov_ann_000_050,25.0
480291218032,ratio_inc_pov_ann_000_050,27.0
480291218033,ratio_inc_pov_ann_000_050,116.0
480291218041,ratio_inc_pov_ann_000_050,138.0
480291218042,ratio_inc_pov_ann_000_050,526.0
480291218043,ratio_inc_pov_ann_000_050,378.0
480291308001,ratio_inc_pov_ann_000_050,339.0
480291308004,ratio_inc_pov_ann_000_050,274.0
480291308002,ratio_inc_pov_ann_000_050,153.0
480291308003,ratio_inc_pov_ann_000_050,0.0
480291311003,ratio_inc_pov_ann_000_050,44.0
480291311002,ratio_inc_pov_ann_000_050,116.0
480291602002,ratio_inc_pov_ann_000_050,4.0
480291817134,ratio_inc_pov_ann_000_050,85.0
480291817132,ratio_inc_pov_ann_000_050,0.0
480291817133,ratio_inc_pov_ann_000_050,91.0
480291815054,ratio_inc_pov_ann_000_050,88.0
480291815053,ratio_inc_pov_ann_000_050,57.0
480291815051,ratio_inc_pov_ann_000_050,22.0
480291817042,ratio_inc_pov_ann_000_050,15.0
480291817044,ratio_inc_pov_ann_000_050,9.0
480291817111,ratio_inc_pov_ann_000_050,345.0
480291907002,ratio_inc_pov_ann_000_050,73.0
480291907003,ratio_inc_pov_ann_000_050,246.0
480291607011,ratio_inc_pov_ann_000_050,173.0
480291607012,ratio_inc_pov_ann_000_050,140.0
480291718011,ratio_inc_pov_ann_000_050,8.0
480291718013,ratio_inc_pov_ann_000_050,0.0
480291718014,ratio_inc_pov_ann_000_050,196.0
480291718012,ratio_inc_pov_ann_000_050,138.0
480291802013,ratio_inc_pov_ann_000_050,291.0
480291802012,ratio_inc_pov_ann_000_050,19.0
480291802014,ratio_inc_pov_ann_000_050,54.0
480291802011,ratio_inc_pov_ann_000_050,26.0
480291812001,ratio_inc_pov_ann_000_050,0.0
480291812004,ratio_inc_pov_ann_000_050,17.0
480291812002,ratio_inc_pov_ann_000_050,0.0
480291812005,ratio_inc_pov_ann_000_050,121.0
480291514004,ratio_inc_pov_ann_000_050,0.0
480291511003,ratio_inc_pov_ann_000_050,66.0
480291511001,ratio_inc_pov_ann_000_050,0.0
480291514001,ratio_inc_pov_ann_000_050,116.0
480291514002,ratio_inc_pov_ann_000_050,114.0
480291905012,ratio_inc_pov_ann_000_050,137.0
480291905013,ratio_inc_pov_ann_000_050,38.0
480291905011,ratio_inc_pov_ann_000_050,0.0
480291908001,ratio_inc_pov_ann_000_050,27.0
480291908002,ratio_inc_pov_ann_000_050,25.0
480291909011,ratio_inc_pov_ann_000_050,0.0
480291909012,ratio_inc_pov_ann_000_050,225.0
480291909021,ratio_inc_pov_ann_000_050,14.0
480291909023,ratio_inc_pov_ann_000_050,5.0
480291810012,ratio_inc_pov_ann_000_050,130.0
480291810042,ratio_inc_pov_ann_000_050,648.0
480291810041,ratio_inc_pov_ann_000_050,235.0
480291901004,ratio_inc_pov_ann_000_050,233.0
480291901003,ratio_inc_pov_ann_000_050,58.0
480291901002,ratio_inc_pov_ann_000_050,45.0
480291719021,ratio_inc_pov_ann_000_050,74.0
480291311001,ratio_inc_pov_ann_000_050,186.0
480291203008,ratio_inc_pov_ann_000_050,52.0
480291203007,ratio_inc_pov_ann_000_050,9.0
480291501001,ratio_inc_pov_ann_000_050,16.0
480291501004,ratio_inc_pov_ann_000_050,130.0
480291506004,ratio_inc_pov_ann_000_050,24.0
480291506003,ratio_inc_pov_ann_000_050,128.0
480291511007,ratio_inc_pov_ann_000_050,285.0
480291511005,ratio_inc_pov_ann_000_050,239.0
480291511004,ratio_inc_pov_ann_000_050,0.0
480291918042,ratio_inc_pov_ann_000_050,73.0
480291918041,ratio_inc_pov_ann_000_050,14.0
480291210004,ratio_inc_pov_ann_000_050,22.0
480291210003,ratio_inc_pov_ann_000_050,182.0
480291210005,ratio_inc_pov_ann_000_050,33.0
480291210006,ratio_inc_pov_ann_000_050,39.0
480291211102,ratio_inc_pov_ann_000_050,112.0
480291215062,ratio_inc_pov_ann_000_050,0.0
480291215061,ratio_inc_pov_ann_000_050,76.0
480291305001,ratio_inc_pov_ann_000_050,332.0
480291305003,ratio_inc_pov_ann_000_050,401.0
480291305002,ratio_inc_pov_ann_000_050,230.0
480291305004,ratio_inc_pov_ann_000_050,100.0
480291904003,ratio_inc_pov_ann_000_050,104.0
480291211081,ratio_inc_pov_ann_000_050,5.0
480291211083,ratio_inc_pov_ann_000_050,72.0
480291211084,ratio_inc_pov_ann_000_050,0.0
480291207015,ratio_inc_pov_ann_000_050,20.0
480291215042,ratio_inc_pov_ann_000_050,17.0
480291215041,ratio_inc_pov_ann_000_050,14.0
480291503001,ratio_inc_pov_ann_000_050,170.0
480291503004,ratio_inc_pov_ann_000_050,134.0
480291503003,ratio_inc_pov_ann_000_050,115.0
480291602003,ratio_inc_pov_ann_000_050,8.0
480291508002,ratio_inc_pov_ann_000_050,45.0
480291508003,ratio_inc_pov_ann_000_050,440.0
480291712003,ratio_inc_pov_ann_000_050,33.0
480291418001,ratio_inc_pov_ann_000_050,41.0
480291418002,ratio_inc_pov_ann_000_050,89.0
480291512005,ratio_inc_pov_ann_000_050,183.0
480291512003,ratio_inc_pov_ann_000_050,321.0
480291512001,ratio_inc_pov_ann_000_050,96.0
480291107001,ratio_inc_pov_ann_000_050,180.0
480291904001,ratio_inc_pov_ann_000_050,32.0
480291719121,ratio_inc_pov_ann_000_050,148.0
480291817122,ratio_inc_pov_ann_000_050,58.0
480291816023,ratio_inc_pov_ann_000_050,25.0
480291816021,ratio_inc_pov_ann_000_050,55.0
480291818081,ratio_inc_pov_ann_000_050,256.0
480291821021,ratio_inc_pov_ann_000_050,80.0
480291911011,ratio_inc_pov_ann_000_050,28.0
480291911012,ratio_inc_pov_ann_000_050,12.0
480291219082,ratio_inc_pov_ann_000_050,0.0
480291219091,ratio_inc_pov_ann_000_050,11.0
480291219092,ratio_inc_pov_ann_000_050,163.0
480291219101,ratio_inc_pov_ann_000_050,16.0
480291219102,ratio_inc_pov_ann_000_050,0.0
480291304011,ratio_inc_pov_ann_000_050,208.0
480291304012,ratio_inc_pov_ann_000_050,48.0
480291304013,ratio_inc_pov_ann_000_050,204.0
480291304014,ratio_inc_pov_ann_000_050,167.0
480291304021,ratio_inc_pov_ann_000_050,123.0
480291304022,ratio_inc_pov_ann_000_050,422.0
480291304023,ratio_inc_pov_ann_000_050,210.0
480291314011,ratio_inc_pov_ann_000_050,177.0
480291314012,ratio_inc_pov_ann_000_050,204.0
480291314021,ratio_inc_pov_ann_000_050,67.0
480291719182,ratio_inc_pov_ann_000_050,144.0
480291719184,ratio_inc_pov_ann_000_050,0.0
480291719191,ratio_inc_pov_ann_000_050,103.0
480291719202,ratio_inc_pov_ann_000_050,179.0
480291719211,ratio_inc_pov_ann_000_050,159.0
480291719213,ratio_inc_pov_ann_000_050,18.0
480291719221,ratio_inc_pov_ann_000_050,55.0
480291719232,ratio_inc_pov_ann_000_050,193.0
480291719233,ratio_inc_pov_ann_000_050,101.0
480291719241,ratio_inc_pov_ann_000_050,272.0
480291720022,ratio_inc_pov_ann_000_050,79.0
480291719242,ratio_inc_pov_ann_000_050,111.0
480291719252,ratio_inc_pov_ann_000_050,113.0
480291719254,ratio_inc_pov_ann_000_050,274.0
480291720031,ratio_inc_pov_ann_000_050,59.0
480291720032,ratio_inc_pov_ann_000_050,72.0
480291720051,ratio_inc_pov_ann_000_050,67.0
480291720052,ratio_inc_pov_ann_000_050,59.0
480291720062,ratio_inc_pov_ann_000_050,110.0
480291720063,ratio_inc_pov_ann_000_050,206.0
480291720072,ratio_inc_pov_ann_000_050,0.0
480291720073,ratio_inc_pov_ann_000_050,147.0
480291801012,ratio_inc_pov_ann_000_050,71.0
480291315031,ratio_inc_pov_ann_000_050,122.0
480291315032,ratio_inc_pov_ann_000_050,10.0
480291315041,ratio_inc_pov_ann_000_050,353.0
480291315042,ratio_inc_pov_ann_000_050,7.0
480291315051,ratio_inc_pov_ann_000_050,18.0
480291315052,ratio_inc_pov_ann_000_050,20.0
480291315062,ratio_inc_pov_ann_000_050,40.0
480291316081,ratio_inc_pov_ann_000_050,91.0
480291315071,ratio_inc_pov_ann_000_050,137.0
480291315073,ratio_inc_pov_ann_000_050,251.0
480291316012,ratio_inc_pov_ann_000_050,8.0
480291316082,ratio_inc_pov_ann_000_050,193.0
480291316092,ratio_inc_pov_ann_000_050,150.0
480291316093,ratio_inc_pov_ann_000_050,0.0
480291316102,ratio_inc_pov_ann_000_050,127.0
480291316111,ratio_inc_pov_ann_000_050,48.0
480291316131,ratio_inc_pov_ann_000_050,0.0
480291316132,ratio_inc_pov_ann_000_050,121.0
480291316142,ratio_inc_pov_ann_000_050,0.0
480291316151,ratio_inc_pov_ann_000_050,5.0
480291316153,ratio_inc_pov_ann_000_050,0.0
480291316154,ratio_inc_pov_ann_000_050,79.0
480291318012,ratio_inc_pov_ann_000_050,11.0
480291318021,ratio_inc_pov_ann_000_050,37.0
480291318023,ratio_inc_pov_ann_000_050,174.0
480291411011,ratio_inc_pov_ann_000_050,65.0
480291411013,ratio_inc_pov_ann_000_050,131.0
480291411021,ratio_inc_pov_ann_000_050,249.0
480291411023,ratio_inc_pov_ann_000_050,89.0
480291414022,ratio_inc_pov_ann_000_050,111.0
480291414032,ratio_inc_pov_ann_000_050,120.0
480291414041,ratio_inc_pov_ann_000_050,226.0
480291414043,ratio_inc_pov_ann_000_050,100.0
480291416002,ratio_inc_pov_ann_000_050,62.0
480291513011,ratio_inc_pov_ann_000_050,9.0
480291513012,ratio_inc_pov_ann_000_050,35.0
480291513013,ratio_inc_pov_ann_000_050,92.0
480291513014,ratio_inc_pov_ann_000_050,98.0
480291513021,ratio_inc_pov_ann_000_050,287.0
480291513022,ratio_inc_pov_ann_000_050,140.0
480291521003,ratio_inc_pov_ann_000_050,245.0
480291521004,ratio_inc_pov_ann_000_050,60.0
480291522011,ratio_inc_pov_ann_000_050,651.0
480291522012,ratio_inc_pov_ann_000_050,150.0
480291522013,ratio_inc_pov_ann_000_050,28.0
480291522021,ratio_inc_pov_ann_000_050,142.0
480291605011,ratio_inc_pov_ann_000_050,1313.0
480291605012,ratio_inc_pov_ann_000_050,219.0
480291605021,ratio_inc_pov_ann_000_050,111.0
